mapping_type,stage,node,8177_task,source_8175_task,inherited_sols,justification
PARALLEL_TRANSITIVE,Stage5,Rules / Legal / Ethics,8177-65,8175-86,"English: 10.RV, 10.RI, 10.C, 11.DSR, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Rules / Legal / Ethics,8177-66,8175-51,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 12.RV, 12.RI","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Rules / Legal / Ethics,8177-66,8175-86,"English: 10.RV, 10.RI, 10.C, 11.DSR, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-58,8175-52,"English: 10.RI, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-58,8175-53,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 11.LU, 12.RV, 12.RI, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-58,8175-54,"English: 10.RV, 11.DSR, 11.RV, 11.LU, 12.RV, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-58,8175-55,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-59,8175-52,"English: 10.RI, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-59,8175-53,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 11.LU, 12.RV, 12.RI, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-59,8175-54,"English: 10.RV, 11.DSR, 11.RV, 11.LU, 12.RV, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-59,8175-55,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-60,8175-52,"English: 10.RI, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-60,8175-53,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 11.LU, 12.RV, 12.RI, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-60,8175-54,"English: 10.RV, 11.DSR, 11.RV, 11.LU, 12.RV, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-60,8175-55,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-61,8175-52,"English: 10.RI, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-61,8175-53,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 11.LU, 12.RV, 12.RI, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-61,8175-54,"English: 10.RV, 11.DSR, 11.RV, 11.LU, 12.RV, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-61,8175-55,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-62,8175-52,"English: 10.RI, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-62,8175-53,"English: 10.RV, 10.RI, 11.DSR, 11.RV, 11.RI, 11.LU, 12.RV, 12.RI, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-62,8175-54,"English: 10.RV, 11.DSR, 11.RV, 11.LU, 12.RV, 12.LU","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage5,Customer service,8177-62,8175-55,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage8,Strategy / Marketing plan synthesis,8177-97,8175-102,"English: 10.RV, 10.RI, 10.C, 11.DSR, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage8,Strategy / Marketing plan synthesis,8177-97,8175-103,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage8,Strategy / Marketing plan synthesis,8177-97,8175-104,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.LU, 11.C, 12.RV, 12.RI, 12.LU, 12.C","Parallel unit — same concept, same lesson, both courses"
PARALLEL_TRANSITIVE,Stage8,Strategy / Marketing plan synthesis,8177-97,8175-105,"English: 10.RV, 10.RI, 10.C, 11.RV, 11.RI, 11.C, 12.RV, 12.RI, 12.C","Parallel unit — same concept, same lesson, both courses"
